,0,1,class_label,target_label
3068,1.0,0.0,0,IN
3069,0.99,0.01,0,IN
3070,0.89,0.11,0,IN
3071,1.0,0.0,0,IN
3072,0.01,0.99,1,IN
3073,0.09,0.91,1,IN
3074,0.99,0.01,0,IN
3075,0.24,0.76,1,IN
3076,0.98,0.02,0,IN
3077,0.04,0.96,1,IN
3078,0.93,0.07,0,IN
3079,0.68,0.32,0,IN
3080,0.82,0.18,0,IN
3081,0.99,0.01,0,IN
3082,0.17,0.83,1,IN
3083,0.15,0.85,1,IN
3084,1.0,0.0,0,IN
3085,0.98,0.02,0,IN
3086,0.96,0.04,0,IN
3087,0.08,0.92,1,IN
3088,0.89,0.11,0,IN
3089,0.99,0.01,0,IN
3090,1.0,0.0,0,IN
3091,1.0,0.0,0,IN
3092,1.0,0.0,0,IN
3093,1.0,0.0,0,IN
3094,1.0,0.0,0,IN
3095,0.97,0.03,0,IN
3096,0.97,0.03,0,IN
3097,0.74,0.26,0,IN
3098,1.0,0.0,0,IN
3099,0.99,0.01,0,IN
3100,0.15,0.85,1,IN
3101,1.0,0.0,0,IN
3102,0.1,0.9,1,IN
3103,1.0,0.0,0,IN
3104,0.99,0.01,0,IN
3105,0.28,0.72,1,IN
3106,1.0,0.0,0,IN
3107,0.96,0.04,0,IN
3108,0.92,0.08,0,IN
3109,0.76,0.24,0,IN
3110,1.0,0.0,0,IN
3111,0.9,0.1,0,IN
3112,1.0,0.0,0,IN
3113,0.97,0.03,0,IN
3114,0.12,0.88,1,IN
3115,0.94,0.06,0,IN
3116,1.0,0.0,0,IN
3117,0.98,0.02,0,IN
3118,1.0,0.0,0,IN
3119,1.0,0.0,0,IN
3120,0.1,0.9,1,IN
3121,1.0,0.0,0,IN
3122,1.0,0.0,0,IN
3123,0.17,0.83,1,IN
3124,1.0,0.0,0,IN
3125,1.0,0.0,0,IN
3126,1.0,0.0,0,IN
3127,1.0,0.0,0,IN
3128,0.99,0.01,0,IN
3129,0.99,0.01,0,IN
3130,0.14,0.86,1,IN
3131,0.86,0.14,0,IN
3132,1.0,0.0,0,IN
3133,0.98,0.02,0,IN
3134,0.22,0.78,1,IN
3135,1.0,0.0,0,IN
3136,0.99,0.01,0,IN
3137,1.0,0.0,0,IN
3138,1.0,0.0,0,IN
3139,1.0,0.0,0,IN
3140,1.0,0.0,0,IN
3141,0.88,0.12,0,IN
3142,0.95,0.05,0,IN
3143,1.0,0.0,0,IN
3144,1.0,0.0,0,IN
3145,0.84,0.16,0,IN
3146,0.99,0.01,0,IN
3147,0.93,0.07,0,IN
3148,0.03,0.97,1,IN
3149,1.0,0.0,0,IN
3150,0.99,0.01,0,IN
3151,1.0,0.0,0,IN
3152,1.0,0.0,0,IN
3153,0.07,0.93,1,IN
3154,1.0,0.0,0,IN
3155,1.0,0.0,0,IN
3156,0.98,0.02,0,IN
3157,1.0,0.0,0,IN
3158,1.0,0.0,0,IN
3159,0.91,0.09,0,IN
3160,0.01,0.99,1,IN
3161,0.98,0.02,0,IN
3162,1.0,0.0,0,IN
3163,0.1,0.9,1,IN
3164,1.0,0.0,0,IN
3165,1.0,0.0,0,IN
3166,1.0,0.0,0,IN
3167,0.97,0.03,0,IN
3168,1.0,0.0,0,IN
3169,0.96,0.04,0,IN
3170,1.0,0.0,0,IN
3171,0.91,0.09,0,IN
3172,0.18,0.82,1,IN
3173,0.92,0.08,0,IN
3174,0.75,0.25,0,IN
3175,0.07,0.93,1,IN
3176,0.93,0.07,0,IN
3177,0.8,0.2,0,IN
3178,0.03,0.97,1,IN
3179,0.96,0.04,0,IN
3180,1.0,0.0,0,IN
3181,0.36,0.64,1,IN
3182,1.0,0.0,0,IN
3183,0.02,0.98,1,IN
3184,0.99,0.01,0,IN
3185,1.0,0.0,0,IN
3186,0.87,0.13,0,IN
3187,1.0,0.0,0,IN
3188,0.98,0.02,0,IN
3189,1.0,0.0,0,IN
3190,1.0,0.0,0,IN
3191,0.9,0.1,0,IN
3192,0.91,0.09,0,IN
3193,0.05,0.95,1,IN
3194,1.0,0.0,0,IN
3195,0.97,0.03,0,IN
3196,1.0,0.0,0,IN
3197,0.93,0.07,0,IN
3198,1.0,0.0,0,IN
3199,0.96,0.04,0,IN
3200,0.97,0.03,0,IN
3201,0.98,0.02,0,IN
3202,0.96,0.04,0,IN
3203,1.0,0.0,0,IN
3204,1.0,0.0,0,IN
3205,0.89,0.11,0,IN
3206,0.99,0.01,0,IN
3207,0.98,0.02,0,IN
3208,0.31,0.69,1,IN
3209,1.0,0.0,0,IN
3210,0.83,0.17,0,IN
3211,0.08,0.92,1,IN
3212,0.28,0.72,1,IN
3213,0.99,0.01,0,IN
3214,0.93,0.07,0,IN
3215,0.95,0.05,0,IN
3216,1.0,0.0,0,IN
3217,1.0,0.0,0,IN
3218,1.0,0.0,0,IN
3219,0.91,0.09,0,IN
3220,0.14,0.86,1,IN
3221,0.94,0.06,0,IN
3222,1.0,0.0,0,IN
3223,1.0,0.0,0,IN
3224,1.0,0.0,0,IN
3225,1.0,0.0,0,IN
3226,1.0,0.0,0,IN
3227,0.93,0.07,0,IN
3228,1.0,0.0,0,IN
3229,0.98,0.02,0,IN
3230,0.06,0.94,1,IN
3231,0.01,0.99,1,IN
3232,0.97,0.03,0,IN
3233,0.88,0.12,0,IN
3234,0.99,0.01,0,IN
3235,0.01,0.99,1,IN
3236,1.0,0.0,0,IN
3237,0.99,0.01,0,IN
3238,0.12,0.88,1,IN
3239,1.0,0.0,0,IN
3240,0.96,0.04,0,IN
3241,0.79,0.21,0,IN
3242,0.97,0.03,0,IN
3243,0.35,0.65,1,IN
3244,0.95,0.05,0,IN
3245,1.0,0.0,0,IN
3246,0.95,0.05,0,IN
3247,1.0,0.0,0,IN
3248,0.98,0.02,0,IN
3249,0.0,1.0,1,IN
3250,0.14,0.86,1,IN
3251,1.0,0.0,0,IN
3252,1.0,0.0,0,IN
3253,0.97,0.03,0,IN
3254,1.0,0.0,0,IN
3255,0.98,0.02,0,IN
3256,0.02,0.98,1,IN
3257,0.99,0.01,0,IN
3258,1.0,0.0,0,IN
3259,0.18,0.82,1,IN
3260,0.98,0.02,0,IN
3261,0.08,0.92,1,IN
3262,0.94,0.06,0,IN
3263,0.18,0.82,1,IN
3264,0.98,0.02,0,IN
3265,0.98,0.02,0,IN
3266,1.0,0.0,0,IN
3267,1.0,0.0,0,IN
3268,0.68,0.32,0,IN
3269,0.09,0.91,1,IN
3270,0.01,0.99,1,IN
3271,1.0,0.0,0,IN
3272,0.02,0.98,1,IN
3273,0.97,0.03,0,IN
3274,0.97,0.03,0,IN
3275,1.0,0.0,0,IN
3276,0.03,0.97,1,IN
3277,0.93,0.07,0,IN
3278,1.0,0.0,0,IN
3279,1.0,0.0,0,IN
3280,0.99,0.01,0,IN
3281,0.34,0.66,1,IN
3282,0.98,0.02,0,IN
3283,0.91,0.09,0,IN
3284,1.0,0.0,0,IN
3285,0.19,0.81,1,IN
3286,1.0,0.0,0,IN
3287,0.97,0.03,0,IN
3288,0.12,0.88,1,IN
3289,0.99,0.01,0,IN
3290,0.95,0.05,0,IN
3291,0.98,0.02,0,IN
3292,0.94,0.06,0,IN
3293,1.0,0.0,0,IN
3294,1.0,0.0,0,IN
3295,0.94,0.06,0,IN
3296,1.0,0.0,0,IN
3297,1.0,0.0,0,IN
3298,0.99,0.01,0,IN
3299,1.0,0.0,0,IN
3300,0.72,0.28,0,IN
3301,0.96,0.04,0,IN
3302,0.98,0.02,0,IN
3303,1.0,0.0,0,IN
3304,0.99,0.01,0,IN
3305,1.0,0.0,0,IN
3306,0.01,0.99,1,IN
3307,0.97,0.03,0,IN
3308,0.99,0.01,0,IN
3309,0.91,0.09,0,IN
3310,0.89,0.11,0,IN
3311,0.93,0.07,0,IN
3312,1.0,0.0,0,IN
3313,1.0,0.0,0,IN
3314,0.98,0.02,0,IN
3315,0.0,1.0,1,IN
3316,1.0,0.0,0,IN
3317,1.0,0.0,0,IN
3318,0.94,0.06,0,IN
3319,0.73,0.27,0,IN
3320,0.98,0.02,0,IN
3321,0.99,0.01,0,IN
3322,0.99,0.01,0,IN
3323,0.01,0.99,1,IN
3324,0.29,0.71,1,IN
3325,0.97,0.03,0,IN
3326,0.91,0.09,0,IN
3327,1.0,0.0,0,IN
3328,1.0,0.0,0,IN
3329,1.0,0.0,0,IN
3330,0.14,0.86,1,IN
3331,0.95,0.05,0,IN
3332,1.0,0.0,0,IN
3333,0.91,0.09,0,IN
3334,0.97,0.03,0,IN
3335,0.16,0.84,1,IN
3336,0.01,0.99,1,IN
3337,0.93,0.07,0,IN
3338,1.0,0.0,0,IN
3339,1.0,0.0,0,IN
3340,0.94,0.06,0,IN
3341,0.93,0.07,0,IN
3342,1.0,0.0,0,IN
3343,1.0,0.0,0,IN
3344,0.07,0.93,1,IN
3345,1.0,0.0,0,IN
3346,0.15,0.85,1,IN
3347,0.99,0.01,0,IN
3348,0.98,0.02,0,IN
3349,1.0,0.0,0,IN
3350,0.98,0.02,0,IN
3351,1.0,0.0,0,IN
3352,1.0,0.0,0,IN
3353,0.97,0.03,0,IN
3354,1.0,0.0,0,IN
3355,1.0,0.0,0,IN
3356,0.95,0.05,0,IN
3357,1.0,0.0,0,IN
3358,1.0,0.0,0,IN
3359,0.0,1.0,1,IN
3360,0.01,0.99,1,IN
3361,0.98,0.02,0,IN
3362,1.0,0.0,0,IN
3363,0.93,0.07,0,IN
3364,0.15,0.85,1,IN
3365,1.0,0.0,0,IN
3366,1.0,0.0,0,IN
3367,1.0,0.0,0,IN
3368,0.09,0.91,1,IN
3369,0.99,0.01,0,IN
3370,0.99,0.01,0,IN
3371,1.0,0.0,0,IN
3372,0.86,0.14,0,IN
3373,1.0,0.0,0,IN
3374,1.0,0.0,0,IN
3375,0.02,0.98,1,IN
3376,0.07,0.93,1,IN
3377,0.06,0.94,1,IN
3378,0.99,0.01,0,IN
3379,0.19,0.81,1,IN
3380,0.91,0.09,0,IN
3381,1.0,0.0,0,IN
3382,0.12,0.88,1,IN
3383,0.1,0.9,1,IN
3384,1.0,0.0,0,IN
3385,0.71,0.29,0,IN
3386,0.01,0.99,1,IN
3387,1.0,0.0,0,IN
3388,0.99,0.01,0,IN
3389,0.95,0.05,0,IN
3390,1.0,0.0,0,IN
3391,0.97,0.03,0,IN
3392,1.0,0.0,0,IN
3393,0.03,0.97,1,IN
3394,0.87,0.13,0,IN
3395,0.06,0.94,1,IN
3396,1.0,0.0,0,IN
3397,1.0,0.0,0,IN
3398,1.0,0.0,0,IN
3399,0.0,1.0,1,IN
3400,1.0,0.0,0,IN
3401,0.98,0.02,0,IN
3402,0.05,0.95,1,IN
3403,0.05,0.95,1,IN
3404,0.99,0.01,0,IN
3405,1.0,0.0,0,IN
3406,0.04,0.96,1,IN
3407,1.0,0.0,0,IN
3408,0.08,0.92,1,IN
3409,0.99,0.01,0,IN
3410,0.9,0.1,0,IN
3411,1.0,0.0,0,IN
3412,1.0,0.0,0,IN
3413,1.0,0.0,0,IN
3414,0.98,0.02,0,IN
3415,1.0,0.0,0,IN
3416,0.95,0.05,0,IN
3417,0.81,0.19,0,IN
3418,0.98,0.02,0,IN
3419,1.0,0.0,0,IN
3420,0.05,0.95,1,IN
3421,1.0,0.0,0,IN
3422,0.76,0.24,0,IN
3423,0.04,0.96,1,IN
3424,1.0,0.0,0,IN
3425,0.95,0.05,0,IN
3426,0.16,0.84,1,IN
3427,0.03,0.97,1,IN
3428,1.0,0.0,0,IN
3429,0.34,0.66,1,IN
3430,1.0,0.0,0,IN
3431,0.01,0.99,1,IN
3432,0.97,0.03,0,IN
3433,0.05,0.95,1,IN
3434,1.0,0.0,0,IN
3435,1.0,0.0,0,IN
3436,0.99,0.01,0,IN
3437,0.23,0.77,1,IN
3438,1.0,0.0,0,IN
3439,0.13,0.87,1,IN
3440,1.0,0.0,0,IN
3441,0.01,0.99,1,IN
3442,0.98,0.02,0,IN
3443,0.97,0.03,0,IN
3444,0.99,0.01,0,IN
3445,1.0,0.0,0,IN
3446,1.0,0.0,0,IN
3447,0.99,0.01,0,IN
3448,0.98,0.02,0,IN
3449,0.22,0.78,1,IN
3450,1.0,0.0,0,IN
3451,1.0,0.0,0,IN
3452,0.41,0.59,1,IN
3453,0.33,0.67,1,IN
3454,0.08,0.92,1,IN
3455,0.01,0.99,1,IN
3456,0.98,0.02,0,IN
3457,0.99,0.01,0,IN
3458,1.0,0.0,0,IN
3459,0.97,0.03,0,IN
3460,0.94,0.06,0,IN
3461,0.19,0.81,1,IN
3462,0.99,0.01,0,IN
3463,1.0,0.0,0,IN
3464,0.33,0.67,1,IN
3465,1.0,0.0,0,IN
3466,0.1,0.9,1,IN
3467,0.78,0.22,0,IN
3468,0.1,0.9,1,IN
3469,0.94,0.06,0,IN
3470,0.03,0.97,1,IN
3471,1.0,0.0,0,IN
3472,0.07,0.93,1,IN
3473,1.0,0.0,0,IN
3474,0.04,0.96,1,IN
3475,0.91,0.09,0,IN
3476,1.0,0.0,0,IN
3477,0.84,0.16,0,IN
3478,0.96,0.04,0,IN
3479,0.12,0.88,1,IN
3480,0.26,0.74,1,IN
3481,0.95,0.05,0,IN
3482,0.77,0.23,0,IN
3483,0.02,0.98,1,IN
3484,0.07,0.93,1,IN
3485,0.99,0.01,0,IN
3486,1.0,0.0,0,IN
3487,0.83,0.17,0,IN
3488,0.39,0.61,1,IN
3489,0.96,0.04,0,IN
3490,0.78,0.22,0,IN
3491,0.05,0.95,1,IN
3492,1.0,0.0,0,IN
3493,0.28,0.72,1,IN
3494,1.0,0.0,0,IN
3495,1.0,0.0,0,IN
3496,1.0,0.0,0,IN
3497,0.98,0.02,0,IN
3498,0.99,0.01,0,IN
3499,0.09,0.91,1,IN
3500,0.98,0.02,0,IN
3501,1.0,0.0,0,IN
3502,0.25,0.75,1,IN
3503,0.13,0.87,1,IN
3504,1.0,0.0,0,IN
3505,1.0,0.0,0,IN
3506,0.1,0.9,1,IN
3507,1.0,0.0,0,IN
3508,0.99,0.01,0,IN
3509,0.95,0.05,0,IN
3510,1.0,0.0,0,IN
3511,0.99,0.01,0,IN
3512,0.99,0.01,0,IN
3513,0.14,0.86,1,IN
3514,0.2,0.8,1,IN
3515,0.13,0.87,1,IN
3516,1.0,0.0,0,IN
3517,0.99,0.01,0,IN
3518,1.0,0.0,0,IN
3519,0.85,0.15,0,IN
3520,0.98,0.02,0,IN
3521,1.0,0.0,0,IN
3522,1.0,0.0,0,IN
3523,1.0,0.0,0,IN
3524,0.95,0.05,0,IN
3525,0.38,0.62,1,IN
3526,0.87,0.13,0,IN
3527,0.99,0.01,0,IN
3528,0.94,0.06,0,IN
3529,1.0,0.0,0,IN
3530,0.97,0.03,0,IN
3531,0.78,0.22,0,IN
3532,0.99,0.01,0,IN
3533,1.0,0.0,0,IN
3534,0.91,0.09,0,IN
3535,0.96,0.04,0,IN
3536,1.0,0.0,0,IN
3537,0.84,0.16,0,IN
3538,0.99,0.01,0,IN
3539,1.0,0.0,0,IN
3540,0.91,0.09,0,IN
3541,0.69,0.31,0,IN
3542,0.82,0.18,0,IN
3543,1.0,0.0,0,IN
3544,1.0,0.0,0,IN
3545,0.02,0.98,1,IN
3546,0.92,0.08,0,IN
3547,1.0,0.0,0,IN
3548,0.16,0.84,1,IN
3549,1.0,0.0,0,IN
3550,0.03,0.97,1,IN
3551,0.94,0.06,0,IN
3552,0.99,0.01,0,IN
3553,1.0,0.0,0,IN
3554,0.01,0.99,1,IN
3555,0.18,0.82,1,IN
3556,1.0,0.0,0,IN
3557,0.99,0.01,0,IN
3558,1.0,0.0,0,IN
3559,0.0,1.0,1,IN
3560,0.86,0.14,0,IN
3561,0.85,0.15,0,IN
3562,0.99,0.01,0,IN
3563,0.74,0.26,0,IN
3564,0.16,0.84,1,IN
3565,1.0,0.0,0,IN
3566,1.0,0.0,0,IN
3567,0.13,0.87,1,IN
3568,1.0,0.0,0,IN
3569,0.11,0.89,1,IN
3570,1.0,0.0,0,IN
3571,0.96,0.04,0,IN
3572,1.0,0.0,0,IN
3573,1.0,0.0,0,IN
3574,1.0,0.0,0,IN
3575,0.99,0.01,0,IN
3576,0.23,0.77,1,IN
3577,1.0,0.0,0,IN
3578,0.91,0.09,0,IN
3579,1.0,0.0,0,IN
3580,1.0,0.0,0,IN
3581,0.95,0.05,0,IN
3582,1.0,0.0,0,IN
3583,1.0,0.0,0,IN
3584,1.0,0.0,0,IN
3585,0.92,0.08,0,IN
3586,0.99,0.01,0,IN
3587,1.0,0.0,0,IN
3588,0.1,0.9,1,IN
3589,0.88,0.12,0,IN
3590,1.0,0.0,0,IN
3591,1.0,0.0,0,IN
3592,0.06,0.94,1,IN
3593,1.0,0.0,0,IN
3594,1.0,0.0,0,IN
3595,0.99,0.01,0,IN
3596,0.99,0.01,0,IN
3597,0.12,0.88,1,IN
3598,1.0,0.0,0,IN
3599,1.0,0.0,0,IN
3600,0.03,0.97,1,IN
3601,0.98,0.02,0,IN
3602,0.93,0.07,0,IN
3603,1.0,0.0,0,IN
3604,0.09,0.91,1,IN
3605,1.0,0.0,0,IN
3606,0.91,0.09,0,IN
3607,1.0,0.0,0,IN
3608,1.0,0.0,0,IN
3609,1.0,0.0,0,IN
3610,0.98,0.02,0,IN
3611,0.0,1.0,1,IN
3612,1.0,0.0,0,IN
3613,0.97,0.03,0,IN
3614,0.99,0.01,0,IN
3615,1.0,0.0,0,IN
3616,1.0,0.0,0,IN
3617,0.97,0.03,0,IN
3618,1.0,0.0,0,IN
3619,0.98,0.02,0,IN
3620,0.9,0.1,0,IN
3621,0.98,0.02,0,IN
3622,1.0,0.0,0,IN
3623,0.13,0.87,1,IN
3624,0.96,0.04,0,IN
3625,1.0,0.0,0,IN
3626,1.0,0.0,0,IN
3627,0.99,0.01,0,IN
3628,0.95,0.05,0,IN
3629,0.35,0.65,1,IN
3630,1.0,0.0,0,IN
3631,0.03,0.97,1,IN
3632,1.0,0.0,0,IN
3633,0.92,0.08,0,IN
3634,0.99,0.01,0,IN
3635,0.91,0.09,0,IN
3636,1.0,0.0,0,IN
3637,1.0,0.0,0,IN
3638,1.0,0.0,0,IN
3639,1.0,0.0,0,IN
3640,0.11,0.89,1,IN
3641,0.05,0.95,1,IN
3642,0.08,0.92,1,IN
3643,0.9,0.1,0,IN
3644,1.0,0.0,0,IN
3645,1.0,0.0,0,IN
3646,0.95,0.05,0,IN
3647,1.0,0.0,0,IN
3648,0.91,0.09,0,IN
3649,0.94,0.06,0,IN
3650,0.03,0.97,1,IN
3651,0.09,0.91,1,IN
3652,0.98,0.02,0,IN
3653,0.15,0.85,1,IN
3654,0.01,0.99,1,IN
3655,0.95,0.05,0,IN
3656,0.98,0.02,0,IN
3657,0.91,0.09,0,IN
3658,0.02,0.98,1,IN
3659,0.88,0.12,0,IN
3660,0.87,0.13,0,IN
3661,0.83,0.17,0,IN
3662,0.87,0.13,0,IN
3663,0.95,0.05,0,IN
3664,1.0,0.0,0,IN
3665,0.12,0.88,1,IN
3666,1.0,0.0,0,IN
3667,0.99,0.01,0,IN
3668,0.05,0.95,1,IN
3669,1.0,0.0,0,IN
3670,1.0,0.0,0,IN
3671,1.0,0.0,0,IN
3672,0.93,0.07,0,IN
3673,1.0,0.0,0,IN
3674,0.97,0.03,0,IN
3675,0.2,0.8,1,IN
3676,0.99,0.01,0,IN
3677,0.77,0.23,0,IN
3678,1.0,0.0,0,IN
3679,1.0,0.0,0,IN
3680,0.99,0.01,0,IN
3681,1.0,0.0,0,IN
3682,0.98,0.02,0,IN
3683,1.0,0.0,0,IN
3684,0.96,0.04,0,IN
3685,1.0,0.0,0,IN
3686,1.0,0.0,0,IN
3687,1.0,0.0,0,IN
3688,1.0,0.0,0,IN
3689,0.77,0.23,0,IN
3690,0.31,0.69,1,IN
3691,1.0,0.0,0,IN
3692,0.99,0.01,0,IN
3693,1.0,0.0,0,IN
3694,0.93,0.07,0,IN
3695,0.15,0.85,1,IN
3696,0.98,0.02,0,IN
3697,0.13,0.87,1,IN
3698,1.0,0.0,0,IN
3699,1.0,0.0,0,IN
3700,1.0,0.0,0,IN
3701,0.08,0.92,1,IN
3702,0.03,0.97,1,IN
3703,0.1,0.9,1,IN
3704,0.39,0.61,1,IN
3705,0.25,0.75,1,IN
3706,1.0,0.0,0,IN
3707,1.0,0.0,0,IN
3708,0.13,0.87,1,IN
3709,0.99,0.01,0,IN
3710,0.99,0.01,0,IN
3711,0.96,0.04,0,IN
3712,0.66,0.34,0,IN
3713,1.0,0.0,0,IN
3714,0.22,0.78,1,IN
3715,0.97,0.03,0,IN
3716,0.96,0.04,0,IN
3717,0.03,0.97,1,IN
3718,0.96,0.04,0,IN
3719,0.99,0.01,0,IN
3720,0.32,0.68,1,IN
3721,0.99,0.01,0,IN
3722,0.98,0.02,0,IN
3723,0.03,0.97,1,IN
3724,0.92,0.08,0,IN
3725,1.0,0.0,0,IN
3726,0.95,0.05,0,IN
3727,0.11,0.89,1,IN
3728,0.0,1.0,1,IN
3729,1.0,0.0,0,IN
3730,0.98,0.02,0,IN
3731,1.0,0.0,0,IN
3732,0.93,0.07,0,IN
3733,1.0,0.0,0,IN
3734,1.0,0.0,0,IN
3735,1.0,0.0,0,IN
3736,0.94,0.06,0,IN
3737,0.99,0.01,0,IN
3738,0.06,0.94,1,IN
3739,0.21,0.79,1,IN
3740,1.0,0.0,0,IN
3741,0.98,0.02,0,IN
3742,0.82,0.18,0,IN
3743,0.01,0.99,1,IN
3744,0.99,0.01,0,IN
3745,1.0,0.0,0,IN
3746,1.0,0.0,0,IN
3747,0.02,0.98,1,IN
3748,0.04,0.96,1,IN
3749,0.66,0.34,0,IN
3750,1.0,0.0,0,IN
3751,1.0,0.0,0,IN
3752,1.0,0.0,0,IN
3753,0.99,0.01,0,IN
3754,0.23,0.77,1,IN
3755,0.95,0.05,0,IN
3756,0.93,0.07,0,IN
3757,1.0,0.0,0,IN
3758,1.0,0.0,0,IN
3759,0.9,0.1,0,IN
3760,0.98,0.02,0,IN
3761,1.0,0.0,0,IN
3762,0.77,0.23,0,IN
3763,0.97,0.03,0,IN
3764,0.97,0.03,0,IN
3765,1.0,0.0,0,IN
3766,1.0,0.0,0,IN
3767,1.0,0.0,0,IN
3768,0.91,0.09,0,IN
3769,0.97,0.03,0,IN
3770,1.0,0.0,0,IN
3771,0.94,0.06,0,IN
3772,0.61,0.39,0,IN
3773,1.0,0.0,0,IN
3774,1.0,0.0,0,IN
3775,0.98,0.02,0,IN
3776,0.97,0.03,0,IN
3777,0.23,0.77,1,IN
3778,0.96,0.04,0,IN
3779,0.15,0.85,1,IN
3780,0.97,0.03,0,IN
3781,0.01,0.99,1,IN
3782,0.97,0.03,0,IN
3783,0.97,0.03,0,IN
3784,0.28,0.72,1,IN
3785,0.07,0.93,1,IN
3786,0.23,0.77,1,IN
3787,0.98,0.02,0,IN
3788,1.0,0.0,0,IN
3789,0.99,0.01,0,IN
3790,0.95,0.05,0,IN
3791,1.0,0.0,0,IN
3792,0.1,0.9,1,IN
3793,1.0,0.0,0,IN
3794,1.0,0.0,0,IN
3795,1.0,0.0,0,IN
3796,0.01,0.99,1,IN
3797,1.0,0.0,0,IN
3798,1.0,0.0,0,IN
3799,0.07,0.93,1,IN
3800,0.06,0.94,1,IN
3801,0.12,0.88,1,IN
3802,0.99,0.01,0,IN
3803,0.2,0.8,1,IN
3804,0.96,0.04,0,IN
3805,0.99,0.01,0,IN
3806,0.95,0.05,0,IN
3807,1.0,0.0,0,IN
3808,1.0,0.0,0,IN
3809,0.15,0.85,1,IN
3810,1.0,0.0,0,IN
3811,1.0,0.0,0,IN
3812,1.0,0.0,0,IN
3813,1.0,0.0,0,IN
3814,1.0,0.0,0,IN
3815,1.0,0.0,0,IN
3816,0.97,0.03,0,IN
3817,0.98,0.02,0,IN
3818,0.87,0.13,0,IN
3819,1.0,0.0,0,IN
3820,0.04,0.96,1,IN
3821,0.99,0.01,0,IN
3822,0.7,0.3,0,IN
3823,0.1,0.9,1,IN
3824,1.0,0.0,0,IN
3825,1.0,0.0,0,IN
3826,1.0,0.0,0,IN
3827,0.25,0.75,1,IN
3828,0.9,0.1,0,IN
3829,1.0,0.0,0,IN
3830,0.96,0.04,0,IN
3831,0.84,0.16,0,IN
3832,1.0,0.0,0,IN
3833,0.98,0.02,0,IN
3834,1.0,0.0,0,IN
3835,1.0,0.0,0,IN
3836,0.99,0.01,0,IN
3837,0.02,0.98,1,IN
3838,1.0,0.0,0,IN
3839,0.98,0.02,0,IN
3840,1.0,0.0,0,IN
3841,0.96,0.04,0,IN
3842,1.0,0.0,0,IN
3843,0.09,0.91,1,IN
3844,1.0,0.0,0,IN
3845,0.99,0.01,0,IN
3846,1.0,0.0,0,IN
3847,1.0,0.0,0,IN
3848,1.0,0.0,0,IN
3849,0.89,0.11,0,IN
3850,0.03,0.97,1,IN
3851,1.0,0.0,0,IN
3852,0.1,0.9,1,IN
3853,0.98,0.02,0,IN
3854,0.09,0.91,1,IN
3855,1.0,0.0,0,IN
3856,1.0,0.0,0,IN
3857,0.98,0.02,0,IN
3858,0.22,0.78,1,IN
3859,0.01,0.99,1,IN
3860,0.98,0.02,0,IN
3861,0.29,0.71,1,IN
3862,0.98,0.02,0,IN
3863,1.0,0.0,0,IN
3864,0.95,0.05,0,IN
3865,0.96,0.04,0,IN
3866,0.99,0.01,0,IN
3867,0.9,0.1,0,IN
3868,0.91,0.09,0,IN
3869,1.0,0.0,0,IN
3870,0.96,0.04,0,IN
3871,1.0,0.0,0,IN
3872,1.0,0.0,0,IN
3873,0.82,0.18,0,IN
3874,0.98,0.02,0,IN
3875,0.96,0.04,0,IN
3876,0.85,0.15,0,IN
3877,1.0,0.0,0,IN
3878,0.98,0.02,0,IN
3879,0.0,1.0,1,IN
3880,0.17,0.83,1,IN
3881,1.0,0.0,0,IN
3882,0.96,0.04,0,IN
3883,0.99,0.01,0,IN
3884,0.07,0.93,1,IN
3885,0.07,0.93,1,IN
3886,0.3,0.7,1,IN
3887,0.01,0.99,1,IN
3888,1.0,0.0,0,IN
3889,1.0,0.0,0,IN
3890,0.99,0.01,0,IN
3891,0.04,0.96,1,IN
3892,0.97,0.03,0,IN
3893,1.0,0.0,0,IN
3894,0.97,0.03,0,IN
3895,0.06,0.94,1,IN
3896,0.21,0.79,1,IN
3897,1.0,0.0,0,IN
3898,0.99,0.01,0,IN
3899,1.0,0.0,0,IN
3900,0.98,0.02,0,IN
3901,0.87,0.13,0,IN
3902,0.17,0.83,1,IN
3903,0.8,0.2,0,IN
3904,0.86,0.14,0,IN
3905,1.0,0.0,0,IN
3906,0.09,0.91,1,IN
3907,1.0,0.0,0,IN
3908,0.87,0.13,0,IN
3909,0.99,0.01,0,IN
3910,0.13,0.87,1,IN
3911,0.92,0.08,0,IN
3912,0.12,0.88,1,IN
3913,0.99,0.01,0,IN
3914,1.0,0.0,0,IN
3915,0.84,0.16,0,IN
3916,0.96,0.04,0,IN
3917,0.98,0.02,0,IN
3918,0.85,0.15,0,IN
3919,0.02,0.98,1,IN
3920,0.41,0.59,1,IN
3921,0.98,0.02,0,IN
3922,0.98,0.02,0,IN
3923,0.3,0.7,1,IN
3924,1.0,0.0,0,IN
3925,1.0,0.0,0,IN
3926,0.99,0.01,0,IN
3927,0.99,0.01,0,IN
3928,0.03,0.97,1,IN
3929,1.0,0.0,0,IN
3930,1.0,0.0,0,IN
3931,0.99,0.01,0,IN
3932,0.95,0.05,0,IN
3933,1.0,0.0,0,IN
3934,0.11,0.89,1,IN
3935,0.97,0.03,0,IN
3936,0.99,0.01,0,IN
3937,0.99,0.01,0,IN
3938,0.99,0.01,0,IN
3939,1.0,0.0,0,IN
3940,1.0,0.0,0,IN
3941,0.84,0.16,0,IN
